"award_name","award_type","award_country","award_year","film_title","film_year","film_director","film_country","film_main_genre","score","nvotes"
"Festival de San Sebastián","Festival","España","1996","Bwana","1996","Imanol Uribe","España","Drama","5.2","2331"
"Festival de San Sebastián","Festival","España","1995","Margaret's Museum","1995","Mort Ransen","Canadá","Drama","6.3","168"
"Festival de San Sebastián","Festival","España","1994","Días contados","1994","Imanol Uribe","España","Thriller","6.3","9965"
"Festival de San Sebastián","Festival","España","1993","Principio y fin","1993","Arturo Ripstein","México","Drama","7.6","590"
"Festival de San Sebastián","Festival","España","1992","Un lugar en el mundo","1992","Adolfo Aristarain","Argentina","Drama","7.8","21276"
"Festival de San Sebastián","Festival","España","1991","Alas de mariposa","1991","Juanma Bajo Ulloa","España","Drama","6.9","4235"
"Festival de San Sebastián","Festival","España","1990","Las cartas de Alou","1990","Montxo Armendáriz","España","Drama","6.1","1122"
"Festival de San Sebastián","Festival","España","1989","Homer and Eddie","1989","Andrei Konchalovsky","Estados Unidos","Comedia","4.4","196"
"Festival de San Sebastián","Festival","España","1988","On the Black Hill","1988","Andrew Grieve","Reino Unido","Drama","",""
"Festival de San Sebastián","Festival","España","1987","Urs al-jalil (Noce en Galilée)","1987","Michel Khleifi","Palestina","Drama","6.4","51"
"Festival de San Sebastián","Festival","España","1986","La mitad del cielo","1986","Manuel Gutiérrez Aragón","España","Drama","6.5","1612"
"Festival de San Sebastián","Festival","España","1985","Yesterday","1985","Radoslaw Piwowarski","Polonia","Comedia","6.6","96"
"Festival de San Sebastián","Festival","España","1979","Osenniy marafon (A Sad Comedy)","1979","Georgiy Daneliya","Unión Soviética (URSS)","Comedia","6.9","74"
"Festival de San Sebastián","Festival","España","1978","Alambrista!","1977","Robert M. Young","Estados Unidos","Drama","6.7","63"
"Festival de San Sebastián","Festival","España","1977","Neokonchennaya pyesa dlya mekhanicheskogo pianino","1977","Nikita Mikhalkov","Unión Soviética (URSS)","Drama","7.2","280"
"Festival de San Sebastián","Festival","España","1976","Tabor ukhodit v nebo (Queen of the Gypsies)","1975","Emil Loteanu","Unión Soviética (URSS)","Drama","7.0","79"
"Festival de San Sebastián","Festival","España","1975","Furtivos","1975","José Luis Borau","España","Drama","7.3","4814"
"Festival de San Sebastián","Festival","España","1974","Badlands","1973","Terrence Malick","Estados Unidos","Drama","7.4","10651"
"Festival de San Sebastián","Festival","España","1973","El espíritu de la colmena","1973","Víctor Erice","España","Drama","7.7","16402"
"Festival de San Sebastián","Festival","España","1972","The Glass House (TV)","1972","Tom Gries","Estados Unidos","Drama","6.7","168"
"Festival de San Sebastián","Festival","España","1971","Le Genou de Claire","1970","Éric Rohmer","Francia","Romance","7.3","2884"
"Festival de San Sebastián","Festival","España","1970","Ondata di calore","1970","Nelo Risi","Italia","Drama","",""
"Festival de San Sebastián","Festival","España","1969","The Rain People","1969","Francis Ford Coppola","Estados Unidos","Drama","6.5","778"
"Festival de San Sebastián","Festival","España","1968","The Long Day's Dying","1968","Peter Collinson","Reino Unido","Drama","",""
"Festival de San Sebastián","Festival","España","1967","Two for the Road","1967","Stanley Donen","Reino Unido","Comedia","7.5","11472"
"Festival de San Sebastián","Festival","España","1966","I Was Happy Here","1966","Desmond Davis","Reino Unido","Drama","",""
"Festival de San Sebastián","Festival","España","1965","Zlatá reneta (Golden Queen)","1965","Otakar Vávra","Checoslovaquia","Drama","",""
"Festival de San Sebastián","Festival","España","1964","America, America","1963","Elia Kazan","Estados Unidos","Drama","7.9","3003"
"Festival de San Sebastián","Festival","España","1963","Mafioso","1962","Alberto Lattuada","Italia","Comedia","7.1","271"
"Festival de San Sebastián","Festival","España","1962","L'isola di Arturo","1962","Damiano Damiani","Italia","Drama","6.8","69"
"Festival de San Sebastián","Festival","España","1961","One-Eyed Jacks","1961","Marlon Brando","Estados Unidos","Western","7.1","4224"
"Festival de San Sebastián","Festival","España","1960","Romeo, Julie a tma (Romeo, Juliet and Darkness)","1960","Jirí Weiss","Checoslovaquia","Drama","7.2","196"
"Festival de San Sebastián","Festival","España","1959","The Nun's Story","1959","Fred Zinnemann","Estados Unidos","Drama","7.0","2832"
"Festival de San Sebastián","Festival","España","1958","Ewa chce spac","1958","Tadeusz Chmielewski","Polonia","Comedia","6.4","48"
"Festival de San Sebastián","Festival","España","1957","La nonna Sabella","1957","Dino Risi","Italia","Comedia","6.7","59"
"Festival de San Sebastián","Festival","España","1956","Il Ferroviere (Man of Iron)","1956","Pietro Germi","Italia","Drama","7.6","382"
"Festival de San Sebastián","Festival","España","1955","Giorni d'amore","1954","Giuseppe De Santis, Leopoldo Savona","Italia","Comedia","6.0","22"
"Festival de San Sebastián","Festival","España","1954","Sierra maldita","1954","Antonio del Amo","España","Drama","6.3","127"
"Festival de San Sebastián","Festival","España","1953","La guerra de Dios","1953","Rafael Gil","España","Drama","6.4","343"
"Festival de Moscú","Festival","Rusia","2017","Yuan Shang","2017","Qiao Liang","China","Drama","",""
"Festival de Moscú","Festival","Rusia","2016","Dokhtar","2016","Reza Mirkarimi","Irán","Drama","6.3","32"
"Festival de Moscú","Festival","Rusia","2015","Karatsi","2015","Ivaylo Hristov","Bulgaria","Drama","6.6","23"
"Festival de Moscú","Festival","Rusia","2014","Watashi no otoko (My Man)","2014","Kazuyoshi Kumakiri","Japón","Drama","5.6","61"
"Festival de Moscú","Festival","Rusia","2013","Zerre","2012","Erdem Tepegoz","Turquía","Drama","5.7","81"
"Festival de Moscú","Festival","Rusia","2012","Junkhearts","2011","Tinge Krishnan","Reino Unido","Drama","6.2","24"
"Festival de Moscú","Festival","Rusia","2011","Las olas","2011","Alberto Morais","España","Drama","4.9","223"
"Festival de Moscú","Festival","Rusia","2010","Hermano","2010","Marcel Rasquin","Venezuela","Drama","6.6","768"
"Festival de Moscú","Festival","Rusia","2009","Petya po doroge v Tsarstvie Nebesnoe","2009","Nikolai Dostal","Rusia","Drama","",""
"Festival de Moscú","Festival","Rusia","2008","Be hamin sadegi","2008","Reza Mirkarimi","Irán","Drama","",""
"Festival de Moscú","Festival","Rusia","2007","Puteshestvie s domashnimi zhivotnymi (Travelling with Pets)","2007","Vera Storozheva","Rusia","Drama","",""
"Festival de Moscú","Festival","Rusia","2006","Om Sara","2005","Othman Karim","Suecia","Drama","",""
"Festival de Moscú","Festival","Rusia","2005","Kosmos kak predchuvstvie","2005","Aleksei Uchitel","Rusia","Drama","",""
"Festival de Moscú","Festival","Rusia","2004","Svoi","2004","Dmitri Meskhiyev","Rusia","Bélico","",""
"Festival de Moscú","Festival","Rusia","2003","La luz prodigiosa","2003","Miguel Hermoso","España","Drama","6.5","1205"
"Festival de Moscú","Festival","Rusia","2002","Resurrezione (TV)","2001","Paolo Taviani, Vittorio Taviani","Italia","Drama","6.4","70"
"Festival de Moscú","Festival","Rusia","2001","The Believer","2001","Henry Bean","Estados Unidos","Drama","6.6","8788"
"Festival de Moscú","Festival","Rusia","2000","Zycie jako smiertelna choroba przenoszona droga plciowa (Life As a Fatal Sexually Transmitted Disease)","2000","Krzysztof Zanussi","Polonia","Drama","6.6","66"
"Festival de Moscú","Festival","Rusia","1999","Ikitai (Will to Live)","1999","Kaneto Shindô","Japón","Drama","6.7","61"
"Festival de Moscú","Festival","Rusia","1969","Lucía","1968","Humberto Solás","Cuba","Drama","6.8","194"
"Festival de Shanghai","Festival","China","2018","Out of Paradise","2018","Batbayar Chogsom","Mongolia","Drama","",""
"Festival de Shanghai","Festival","China","2017","Pauwi na","2017","Paolo Villaluna","Filipinas","Comedia","",""
"Festival de Shanghai","Festival","China","2016","De Lan","2015","Jie Liu","China","Drama","",""
"Festival de Shanghai","Festival","China","2015","Jamais de la vie","2015","Pierre Jolivet","Francia","Drama","",""
"Festival de Shanghai","Festival","China","2014","Mikra Anglia","2013","Pantelis Voulgaris","Grecia","Drama","6.8","88"
"Festival de Shanghai","Festival","China","2013","The Major","2013","Yuriy Bykov","Rusia","Drama","6.2","62"
"Festival de Shanghai","Festival","China","2012","Khers","2012","Khosro Masumi","Irán","Drama","",""
"Festival de Shanghai","Festival","China","2011","Hayde bre","2010","Orhan Oguz","Turquía","Drama","",""
"Festival de Shanghai","Festival","China","2010","Baciami ancora (Kiss Me Again)","2010","Gabriele Muccino","Italia","Drama","5.9","188"
"Festival de Shanghai","Festival","China","2009","Original","2009","Alexander Brøndsted, Antonio Tublen","Dinamarca","Comedia","",""
"Festival de Shanghai","Festival","China","2008","Mukha","2008","Vladimir Kott","Rusia","Drama","",""
"Festival de Shanghai","Festival","China","2007","Frei nach Plan","2007","Franziska Meletzky","Alemania","Comedia","",""
"Festival de Shanghai","Festival","China","2006","Vier Minuten","2006","Chris Kraus","Alemania","Drama","6.8","2347"
"Festival de Shanghai","Festival","China","2005","Mura no shashinshuu","2004","Mitsuhiro Mihara","Japón","Drama","",""
"Festival de Shanghai","Festival","China","2004","Rasm-e ashegh-koshi","2004","Khosro Masumi","Irán","Drama","",""
"Festival de Shanghai","Festival","China","2002","Sheng huo xiu","2002","Huo Jianqi","China","Drama","",""
"Festival de Shanghai","Festival","China","2001","Antitrust","2001","Peter Howitt","Estados Unidos","Intriga","5.5","3809"
"Festival de Shanghai","Festival","China","1999","Propaganda","1999","Sinan Çetin","Turquía","Comedia","",""
"Festival de Shanghai","Festival","China","1997","The Woodlanders","1997","Phil Agland","Reino Unido","Romance","",""
"Festival de Shanghai","Festival","China","1995","Broken Silence","1995","Wolfgang Panzer","Suiza","Drama","",""
"Festival de Shanghai","Festival","China","1993","Wu yan de shan qiu","1992","Tung Wang","Taiwán","Drama","",""
"Festival de Roma","Festival","Italia","2014","Trash","2014","Stephen Daldry","Reino Unido","Aventuras","6.5","5685"
"Festival de Roma","Festival","Italia","2013","Tir","2013","Alberto Fasulo","Italia","Drama","",""
"Festival de Roma","Festival","Italia","2012","Marfa Girl","2012","Larry Clark","Estados Unidos","Drama","5.2","117"
"Festival de Roma","Festival","Italia","2011","Un cuento chino","2011","Sebastián Borensztein","Argentina","Comedia","6.6","18392"
"Festival de Roma","Festival","Italia","2010","Kill Me Please","2010","Olias Barco","Bélgica","Comedia","6.0","214"
"Festival de Roma","Festival","Italia","2009","Broderskab (Brotherhood)","2009","Nicolo Donato","Dinamarca","Drama","6.7","331"
"Festival de Roma","Festival","Italia","2008","Opium War","2008","Siddiq Barmak","Corea del Sur","Drama","",""
"Festival de Roma","Festival","Italia","2007","Juno","2007","Jason Reitman","Estados Unidos","Comedia","6.9","99312"
"Festival de Roma","Festival","Italia","2006","Izobrajaya Zhertvy - Izobrazhaya zhertvu (Playing the Victim)","2006","Kirill Serebrennikov","Rusia","Drama","",""
"Festival de Annecy","Festival","Francia","2018","Funan","2018","Denis Do","Francia","Animación","6.6","62"
"Festival de Annecy","Festival","Francia","2017","Yoake Tsugeru Lu no Uta","2017","Masaaki Yuasa","Japón","Animación","6.3","316"
"Festival de Annecy","Festival","Francia","2016","Ma Vie De Courgette","2016","Claude Barras","Suiza","Animación","7.3","4519"
"Festival de Annecy","Festival","Francia","2015","Avril et le monde truqué","2015","Christian Desmares, Franck Ekinci","Francia","Animación","6.8","590"
"Festival de Annecy","Festival","Francia","2014","O menino e o mundo (The Boy and the World)","2013","Alê Abreu","Brasil","Animación","7.2","1033"
"Festival de Annecy","Festival","Francia","2013","Uma História de Amor e Fúria (Rio 2096: A Story of Love and Fury)","2012","Luiz Bolognesi","Brasil","Animación","6.6","169"
"Festival de Annecy","Festival","Francia","2012","Crulic - drumul spre dincolo (Crulic - The Path to Beyond)","2011","Anca Damian","Rumanía","Animación","6.8","310"
"Festival de Annecy","Festival","Francia","2011","Le chat du rabbin (The Rabbi's Cat)","2011","Antoine Delesvaux, Joann Sfar","Francia","Animación","6.8","492"
"Festival de Annecy","Festival","Francia","2010","Fantastic Mr. Fox","2009","Wes Anderson","Estados Unidos","Animación","7.3","21539"
"Festival de Annecy","Festival","Francia","2009","Coraline","2009","Henry Selick","Estados Unidos","Animación","7.1","49343"
"Festival de Annecy","Festival","Francia","2008","Sita Sings the Blues","2008","Nina Paley","Estados Unidos","Animación","7.1","348"
"Festival de Annecy","Festival","Francia","2007","Slipp Jimmy fri (Free Jimmy)","2006","Christopher Nielsen","Noruega","Animación","5.1","60"
"Festival de Annecy","Festival","Francia","2006","Renaissance","2006","Christian Volckman","Francia","Animación","6.6","1487"
"Festival de Annecy","Festival","Francia","2005","Nyócker! (The District!)","2004","Áron Gauder","Hungría","Animación","5.4","39"
"Festival de Annecy","Festival","Francia","2004","Oseam","2003","Seong Baek-yeob","Corea del Sur","Animación","5.9","87"
"Festival de Annecy","Festival","Francia","2003","Mak dau goo si (My Life as Mcdull)","2001","Toe Yuen","Hong Kong","Animación","5.9","37"
"Festival de Annecy","Festival","Francia","2002","Mari iyagi (My Beautiful Girl, Mari)","2002","Lee Seong-kang","Corea del Sur","Animación","6.2","87"
"Festival de Annecy","Festival","Francia","2001","Mutant Aliens","2001","Bill Plympton","Estados Unidos","Animación","6.4","365"
"Festival de Annecy","Festival","Francia","1999","Kirikou et la sorcière (Kirikou and the Sorceress)","1998","Michel Ocelot","Francia","Animación","6.9","3678"
"Festival de Annecy","Festival","Francia","1998","I Married a Strange Person!","1997","Bill Plympton","Estados Unidos","Animación","6.8","722"
"Festival de Annecy","Festival","Francia","1997","James and the Giant Peach","1996","Henry Selick","Estados Unidos","Animación","6.4","8785"
"Festival de Annecy","Festival","Francia","1995","Heisei Tanuki Gassen Ponpoko","1994","Isao Takahata","Japón","Animación","7.1","2677"
"Festival de Annecy","Festival","Francia","1993","Kurenai no buta","1992","Hayao Miyazaki","Japón","Animación","7.4","21365"
"Festival de Annecy","Festival","Francia","1991","Robinson et compagnie (Robinson & Co)","1991","Jacques Colombat","Francia","Animación","",""
"Festival de Annecy","Festival","Francia","1989","Neco z Alenky","1988","Jan Svankmajer","Checoslovaquia","Animación","7.3","1909"
"Festival de Annecy","Festival","Francia","1987","When the Wind Blows","1986","Jimmy T. Murakami","Reino Unido","Animación","7.7","6928"
"Festival de Annecy","Festival","Francia","1985","Daliás idök (Heroic Times)","1983","József Gémes","Hungría","Animación","6.9","28"
"Festival de Gijón","Festival","España","2018","Gangbyub Hotel","2018","Hong Sang-soo","Corea del Sur","Drama","6.5","85"
"Festival de Gijón","Festival","España","2017","En attendant les barbares","2017","Eugène Green","Francia","Drama","4.2","92"
"Festival de Gijón","Festival","España","2016","Slava (Glory)","2016","Kristina Grozeva, Petar Valchanov","Bulgaria","Comedia","7.1","745"
"Festival de Gijón","Festival","España","2015","Right Now, Wrong Then (Ji-geum-eun-mat-go-geu-ddae-neun-teul-li-da)","2015","Hong Sang-soo","Corea del Sur","Drama","6.6","1684"
"Festival de Gijón","Festival","España","2014","Titli","2014","Kanu Behl","India","Thriller","6.3","68"
